"rep","group","Rh_Mg_ha","beetle_generations_ha","cohort_count_ha","sap_count_ha","sap_count_ha_piab","sap_count_ha_lade","sap_count_ha_pice","sap_count_ha_soau","sap_count_ha_pimu","sap_count_ha_acps","sap_count_ha_saca","sap_count_ha_pisy","sap_count_ha_soar","sap_count_ha_potr","sap_count_ha_fasy","sap_count_ha_bepe","sap_count_ha_frex","sap_count_ha_ulgl","sap_count_ha_acpl","sap_count_ha_tico","sap_count_ha_abal","sap_count_ha_quro","sap_count_ha_poni","sap_count_ha_alvi","sap_count_ha_alin","sap_count_ha_qupe","sap_count_ha_algl","sap_count_ha_coav","sap_count_ha_cabe","sap_count_ha_tipl"
6,"macroclimate",9.41835236087453,1.71911980164544,329.321627408994,10637.7261301241,5105.84958085922,811.359002595978,0.293152096987469,757.484277134916,189.948904236028,245.717937646488,382.685644874115,12.899943824844,325.394334976874,0.0037206893324328,2413.22563733045,17.9366296083937,75.0666405966894,19.1258308840781,1.30001259594837,5.20931573422036,231.668692895192,1.41825885914781,25.0575745872056,9.75494662431659,3.3807681536481,1.11801019390218,1.71405690207861,0.0191967258133077,0.0139819083965632,0.0800775898459475
6,"microclimate",9.18560609431911,1.36795588623756,317.727987144492,10533.4673856849,5443.94427869823,807.455031922012,0.464760234715735,763.591304552937,181.835047420397,196.312097419067,443.702415749915,12.5155350963821,326.55000147954,0.00666341797452877,2051.66523862161,22.0307724403516,49.6415640541163,16.2655608265429,0.53842458306616,4.37693924842714,181.430438743178,0.987986914155188,15.492609639149,10.2564396225513,1.9627753892746,1.03478658472975,1.29604096168666,0.0179953472451802,0.0118770759162049,0.080799641715312
7,"macroclimate",9.41010480681371,1.67556667407035,314.536408589832,10322.2550565512,4828.9756172786,794.571713138661,0.263661899854058,738.283515369998,152.822308779018,238.269980056343,425.886139493908,11.5708083151212,321.749980535002,0.00371774189275121,2422.48815048707,20.8726823792796,74.424242170194,17.4808447074543,1.22227096264464,4.95794898147151,230.493299080581,1.25339652627256,21.4769117188749,9.77394876104064,2.85200154566315,1.10664025493259,1.33204282851005,0.0246878828008828,0.0149764804179095,0.0835691756200068
7,"microclimate",9.19809032744117,1.33267133509356,314.247342440592,10531.199796443,5696.39625786593,829.339533304998,0.457677794259583,745.755783731919,147.988940711064,181.758342055957,488.005421158552,11.8731611569863,322.093516220958,0.00617218549100201,1824.24820871292,25.0179994904086,43.6639550335696,13.7216509917463,0.467332919152551,3.79137188117083,168.262822345404,1.04349447824647,12.2913407941075,10.9954625079127,1.737009676399,1.07423277164543,1.09341652402219,0.0199330153715431,0.0151187339981721,0.0816403808447047
8,"macroclimate",9.52278471612948,1.71642482051802,324.284177680814,11284.2834473633,5859.14541258119,778.175252254939,0.283298834345984,714.848020984477,138.006938913872,246.596282123345,352.344072047185,11.9152429116759,298.528499324771,0.0032098873935245,2489.89772581419,17.4939487912051,72.6941870218041,17.334914597862,1.1390184962459,5.13486604050496,239.966320780414,1.53662938752032,22.9891122797371,9.88905615055485,3.47037330116942,1.11765647774242,1.63304224065224,0.0425764401937209,0.0154212356387137,0.0823684446610993
8,"microclimate",9.26134160180257,1.37765970206539,300.528666010987,10311.0315620009,5384.81790322793,806.218956855383,0.486102475597927,738.555257674236,152.778312100135,199.556381519627,412.294085236113,12.7055095955174,319.704159383782,0.00276399090985131,1988.8316509126,19.5556735468916,46.2454205295662,13.8615507846532,0.48063177350835,4.01475846595669,181.963125684181,0.967699800456714,12.5925186702796,11.102087916663,1.7357004296433,1.06554186615454,1.38387915365019,0.016490904438775,0.0142763535386383,0.0811231495269608
9,"macroclimate",9.45647380352663,1.69719731750114,319.25124390068,10621.702359542,4911.0332201011,811.543355121301,0.235521259954554,766.172858785498,170.914761021904,260.317319647451,408.751973245732,12.5004362589515,329.410190206679,0.00779544170598005,2554.34952163826,17.8262225368058,77.5967220102012,18.2016015683128,1.23759146235672,4.87755729061458,234.825290473722,1.61409168784983,24.0859640142576,9.93231964637846,3.35458138900141,1.1141409797578,1.66649211684368,0.024301226782695,0.0140614164491498,0.094468994116398
9,"microclimate",9.2086126867231,1.35041081522056,320.642281918303,10811.3660135971,5545.97446230466,825.489571417455,0.405207643523638,762.287867764053,164.478090518175,205.12550885318,473.755066612188,12.4591532551649,332.993379087229,0.00431596223836067,2195.3477741773,20.9044431053512,47.9940536359148,14.2210997709024,0.526333941696657,4.32628872132678,175.377270190145,1.09824061335179,13.7294281786991,10.5485900383046,1.94306066898392,1.0572292719116,1.20702396580028,0.0160103018026406,0.0145475807775394,0.0819960169289664
10,"macroclimate",9.50570163593216,1.71345420485716,327.09651881091,10588.9760683542,4820.66021203377,802.251515943052,0.249432258368581,756.2199500482,185.387420284415,249.313521306147,367.380480748532,11.8955241457229,326.703311223049,0.00439339153930023,2692.00078336725,16.3122262374839,73.40580338175,16.7712486799923,1.41816772195176,4.68518445273549,224.448921550483,1.268623064502,22.8211550095058,9.9263937104588,3.18764778727573,1.01586991663252,1.54413171847659,0.0124868223912311,0.0117709027010384,0.0798926478194201
10,"microclimate",9.28919779934202,1.37941833956752,310.291682344348,10096.4775712742,4941.28110224559,841.777968742787,0.407860976223167,769.197314879006,182.591245704988,199.474111709758,450.237325104636,12.4130772514442,333.962766055308,0.00734161630110269,2074.08417681271,20.3368191046133,47.3482879285077,14.4585846552292,0.508457059050848,4.35591828950133,175.412153445713,0.985153649521682,12.8678880463394,10.3492598877893,2.08781625163927,1.00622798166368,1.21051713477543,0.0282163540629556,0.0144478604799406,0.0735325265719236
